ID,Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.Make,Indentification.Model,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
2669,195,60,83,All-wheel drive,Lexus 4.6L 8 Cylinder 357hp 344ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Lexus,LS,2010,357,344
2670,195,196,83,All-wheel drive,Lexus 4.6L 8 Cylinder 357hp 344ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Lexus,LS,2011,357,344
2671,195,60,83,All-wheel drive,Lexus 4.6L 8 Cylinder 357hp 344ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Lexus,LS,2011,357,344
2672,132,169,85,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Ford,Mustang Coup,2010,315,325
2673,132,169,85,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Ford,Mustang Coup,2010,315,325
2674,144,169,85,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Ford,Mustang Convertible,2010,315,325
2675,144,169,85,Rear-wheel drive,Ford 4.6L 8 Cylinder 315 hp 325 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Ford,Mustang Convertible,2010,315,325
2676,127,172,85,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,TRUE,6,6 Speed Manual,15,Gasoline,23,Manual transmission,Ford,Mustang Shelby GT500 Convertible,2012,550,510
2677,119,172,85,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,TRUE,6,6 Speed Manual,15,Gasoline,23,Manual transmission,Ford,Mustang Shelby GT500 Coupe,2012,550,510
2678,139,172,85,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,TRUE,6,6 Speed Manual,15,Gasoline,23,Manual transmission,Ford,Mustang Shelby GT500 Convertible,2011,550,510
2679,104,172,85,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,TRUE,6,6 Speed Manual,15,Gasoline,23,Manual transmission,Ford,Shelby GT500 Coupe,2011,550,510
2680,104,172,85,Rear-wheel drive,Ford 5.4L 8 Cylinder 550 hp 510 ft-lbs S-charged,TRUE,6,6 Speed Manual,15,Gasoline,23,Manual transmission,Ford,Mustang Shelby GT500 Coupe,2010,550,510
2681,224,202,191,Front-wheel drive,Kia 3.8L 6 Cylinder 244 hp 253 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Kia,Sedona,2010,244,253
2682,224,10,191,Front-wheel drive,Kia 3.8L 6 Cylinder 244 hp 253 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Kia,Sedona,2010,244,253
2683,224,10,191,Front-wheel drive,Kia 3.8L 6 Cylinder 244 hp 253 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Kia,Sedona,2010,244,253
2684,158,255,8,Front-wheel drive,Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,18,Gasoline,23,Automatic transmission,Kia,Sportage,2010,173,178
2685,158,255,8,Four-wheel drive,Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,18,Gasoline,23,Automatic transmission,Kia,Sportage,2010,173,178
2686,158,255,8,Front-wheel drive,Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,18,Gasoline,23,Automatic transmission,Kia,Sportage,2010,173,178
2687,158,255,8,Four-wheel drive,Kia 2.7L 6 Cylinder 173 hp 178 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,18,Gasoline,23,Automatic transmission,Kia,Sportage,2010,173,178
2688,165,70,138,All-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,Ford,Edge,2011,305,280
2689,165,70,138,All-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Ford,Edge,2012,305,280
2690,165,108,133,Front-wheel drive,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,Ford,Edge,2010,265,250
2691,165,108,133,All-wheel drive,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,Ford,Edge,2010,265,250
2692,165,108,133,All-wheel drive,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,Ford,Edge,2010,265,250
2693,165,108,133,All-wheel drive,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,Ford,Edge,2010,265,250
2694,214,15,161,Front-wheel drive,Volkswagen 3.8l 6 Cylinder 197HP  230 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,Volkswagen,Routan,2010,197,230
2695,214,23,161,Front-wheel drive,Volkswagen 3.8l 6 Cylinder 197HP  230 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,Volkswagen,Routan,2010,197,230
2696,13,233,153,Front-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Hyundai,Veracruz,2010,260,257
2697,13,233,153,Front-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Hyundai,Veracruz,2010,260,257
2698,191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,Ford,Flex,2012,262,248
2699,191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,Ford,Flex,2012,262,248
2700,191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,Ford,Flex,2012,262,248
2701,109,73,79,All-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Mazda,CX-7,2010,244,258
2702,109,73,79,All-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Mazda,CX-7,2010,244,258
2703,137,231,79,All-wheel drive,Mercedes-Benz 4.6L 8 Cylinder 429hp 516ft-lbs Turbo,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,Mercedes-Benz,CL-Class,2011,429,516
2704,54,22,11,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,23,Automatic transmission,Infiniti,EX,2009,297,253
2705,54,22,11,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,23,Automatic transmission,Infiniti,EX,2009,297,253
2706,36,22,11,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,23,Automatic transmission,Infiniti,EX,2010,297,253
2707,36,22,11,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,23,Automatic transmission,Infiniti,EX,2010,297,253
2708,117,91,249,Rear-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,Mercedes,E-Class Coupe,2010,382,391
2709,111,91,249,Rear-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,Mercedes,E-Class Coupe,2011,382,391
2710,185,5,135,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,Mercedes,E-Class Sedan,2010,382,391
2711,190,5,62,Rear-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,Mercedes,E-Class Sedan,2011,382,391
2712,190,5,62,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,Mercedes,E-Class Sedan,2011,382,391
2713,216,30,62,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Mercedes,E-Class Wagon,2011,268,258
2714,200,143,19,All-wheel drive,Mitsubishi 2.0L 4 Cylinder 291 hp 300 ft-lbs Turbo,TRUE,5,5 Speed Manual,17,Gasoline,23,Manual transmission,Mitsubishi,Lancer Evolution,2011,291,300
2715,183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,Cadillac,DTS,2011,275,295
2716,183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,Cadillac,DTS,2011,275,295
2717,183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,Cadillac,DTS,2011,275,295
2718,183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 292 hp 288 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,Cadillac,DTS,2011,292,288
2719,46,231,148,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,TRUE,7,7 Speed Automatic Select Shift,17,Diesel fuel,23,Automatic transmission,Mercedes,GL-Class,2010,210,400
2720,163,174,224,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Mercedes,GLK-Class,2011,268,258
2721,132,225,118,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Cadillac,SRX,2011,265,223
2722,132,225,118,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Cadillac,SRX,2011,265,223
2723,132,225,118,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Cadillac,SRX,2011,265,223
2724,135,23,214,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,Cadillac,Escalade Hybrid,2011,332,367
2725,135,23,214,Four-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,Cadillac,Escalade Hybrid,2011,332,367
2726,135,23,214,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,Cadillac,Escalade Hybrid,2011,332,367
2727,135,23,214,Four-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,Cadillac,Escalade Hybrid,2011,332,367
2728,183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,Cadillac,DTS,2010,275,295
2729,183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,Cadillac,DTS,2010,275,295
2730,183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,Cadillac,DTS,2010,275,295
2731,132,225,118,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Cadillac,SRX,2010,265,223
2732,132,225,118,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Cadillac,SRX,2010,265,223
2733,132,225,118,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Cadillac,SRX,2010,265,223
2734,188,245,54,Rear-wheel drive,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,BMW,5 Series Sedan,2010,360,360
2735,28,64,135,All-wheel drive,Lincoln 3.7L 6 Cylinder 273 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Lincoln,MKS,2011,273,270
2736,28,64,135,All-wheel drive,Lincoln 3.7L 6 Cylinder 273 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Lincoln,MKS,2010,273,270
2737,210,248,54,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,16,Gasoline,23,Manual transmission,BMW,5 Series Sports Wagon,2010,300,300
2738,175,153,138,Front-wheel drive,Lincoln 3.7L 6 Cylinder 268 hp 267 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Lincoln,MKT,2011,268,267
2739,175,153,138,Front-wheel drive,Lincoln 3.7L 6 Cylinder 268 hp 267 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Lincoln,MKT,2010,268,267
2740,173,134,138,All-wheel drive,Lincoln 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Lincoln,MKX,2011,305,280
2741,178,129,133,All-wheel drive,Lincoln 3.5L 6 Cylinder 265 hp 250 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,Lincoln,MKX,2010,265,250
2742,214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Toyota,Sienna,2010,266,245
2743,214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Toyota,Sienna,2010,266,245
2744,214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Toyota,Sienna,2010,266,245
2745,214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Toyota,Sienna,2010,266,245
2746,214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Toyota,Sienna,2010,266,245
2747,214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Toyota,Sienna,2010,266,245
2748,214,241,173,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Toyota,Sienna,2010,266,245
2749,252,219,26,Four-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,23,Manual transmission,Honda,Element,2010,166,161
2750,229,232,26,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,23,Manual transmission,Honda,Element,2010,166,161
2751,252,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Ford,Explorer,2012,290,255
2752,252,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Ford,Explorer,2012,290,255
2753,252,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Ford,Explorer,2012,290,255
2754,11,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Ford,Explorer,2011,290,255
2755,11,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Ford,Explorer,2011,290,255
2756,11,142,212,Four-wheel drive,Ford 3.5L 6 Cylinder 290 hp 255 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Ford,Explorer,2011,290,255
2757,11,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Honda,Pilot,2011,250,253
2758,54,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Honda,Pilot,2011,250,253
2759,54,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Honda,Pilot,2011,250,253
2760,54,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,Honda,Pilot,2011,250,253
2761,115,251,135,Rear-wheel drive,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,TRUE,7,7 Speed Automatic,16,Gasoline,23,Automatic transmission,Infiniti,FX,2011,303,262
2762,170,158,131,Rear-wheel drive,Dodge 6.4L 8 Cylinder 470 hp 470 ft-lbs,TRUE,6,6 Speed Manual,14,Gasoline,23,Manual transmission,Dodge,Challenger,2011,470,470
2763,233,81,13,All-wheel drive,Infiniti 5.6L 8 Cylinder 420 hp 417 ft-lbs,TRUE,7,7 Speed Automatic,16,Gasoline,23,Automatic transmission,Infiniti,M,2011,420,417
2764,233,81,52,All-wheel drive,Infiniti 5.6L 8 Cylinder 420 hp 417 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Infiniti,M,2012,420,417
2765,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,GMC,Acadia,2011,288,270
2766,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,GMC,Acadia,2011,288,270
2767,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,GMC,Acadia,2011,288,270
2768,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,GMC,Acadia,2011,288,270
2769,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,GMC,Acadia,2011,288,270
2770,198,219,100,All-wheel drive,Dodge 3.5L 6 Cylinder 250 hp 250 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Dodge,Charger,2010,250,250
2771,198,219,100,All-wheel drive,Dodge 3.5L 6 Cylinder 250 hp 250 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Dodge,Charger,2010,250,250
2772,198,219,100,All-wheel drive,Dodge 5.7L 8 Cylinder 368 hp 395 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Dodge,Charger,2010,368,395
2773,198,219,100,All-wheel drive,Dodge 5.7L 8 Cylinder 368 hp 395 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Dodge,Charger,2010,368,395
2774,198,219,100,All-wheel drive,Dodge 3.5L 6 Cylinder 250 hp 250 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,Dodge,Charger,2010,250,250
2775,9,211,133,Rear-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,16,Gasoline,23,Automatic transmission,Dodge,Durango,2011,290,260
2776,27,211,133,Rear-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,16,Gasoline,23,Automatic transmission,Dodge,Durango,2011,290,260
2777,9,211,133,Rear-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,16,Gasoline,23,Automatic transmission,Dodge,Durango,2011,290,260
2778,61,108,234,Rear-wheel drive,Mazda 1.3L R2 212 hp 159 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Mazda,RX-8,2011,212,159
2779,61,108,234,Rear-wheel drive,Mazda 1.3L R2 212 hp 159 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Mazda,RX-8,2011,212,159
2780,61,108,234,Rear-wheel drive,Mazda 1.3L R2 212 hp 159 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Mazda,RX-8,2010,212,159
2781,61,108,234,Rear-wheel drive,Mazda 1.3L R2 212 hp 159 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Mazda,RX-8,2010,212,159
2782,224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,Chevrolet,Equinox,2012,264,222
2783,247,90,13,Four-wheel drive,Mazda 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,18,Gasoline,23,Automatic transmission,Mazda,Tribute,2010,240,223
2784,9,211,133,Rear-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,16,Gasoline,23,Automatic transmission,Dodge,Durango,2011,290,260
2785,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,GMC,Acadia,2010,288,270
2786,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,GMC,Acadia,2010,288,270
2787,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,GMC,Acadia,2010,288,270
2788,57,233,194,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,GMC,Acadia,2010,288,270
2789,112,22,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,GMC,Canyon,2011,242,242
2790,112,22,181,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,GMC,Canyon,2011,242,242
2791,112,140,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,GMC,Canyon,2011,185,190
2792,112,140,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,GMC,Canyon,2011,242,242
2793,112,140,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,GMC,Canyon,2011,242,242
2794,112,22,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,GMC,Canyon,2011,185,190
2795,112,22,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,GMC,Canyon,2011,242,242
2796,112,22,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,GMC,Canyon,2011,242,242
2797,112,140,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,GMC,Canyon,2011,185,190
2798,112,140,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,GMC,Canyon,2011,242,242
2799,112,140,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,GMC,Canyon,2011,242,242
